BimpmRNA4 XP_024227798.1        
BimpmRNA31431 XP_033176781.1        
BimpmRNA31432 XP_033176781.1        
BimpmRNA31433 XP_012241594.1        
BimpmRNA31434 XP_012241594.1        
BimpmRNA31435 XP_003489828.1        
BimpmRNA31441 XP_003489828.1        
BimpmRNA31442 XP_012241590.1        
BimpmRNA31443 XP_012241590.1        
BimpmRNA31444 XP_012241590.1        
BimpmRNA31445 XP_012241590.1        
BimpmRNA31446 XP_012241590.1        
BimpmRNA31447 XP_012241590.1        
BimpmRNA31448 XP_012241590.1        
BimpmRNA31449 XP_003489830.1        
BimpmRNA31450 XP_003489830.1        
BimpmRNA31451 XP_003489830.1        
BimpmRNA31452 XP_003489830.1        
BimpmRNA31453 XP_003489830.1        
BimpmRNA31454 XP_012241628.2        
BimpmRNA31455 XP_012241628.2        
BimpmRNA31456 XP_033176856.1        
BimpmRNA31457 XP_033176856.1        
BimpmRNA31458 XP_012241634.1        
BimpmRNA31459 XP_012241634.1        
BimpmRNA31460 XP_012241634.1        
BimpmRNA31461 XP_012241634.1        
BimpmRNA31462 XP_003489834.1        
BimpmRNA31464 XP_003489835.1        
BimpmRNA31465 XP_003489835.1        
BimpmRNA31466 XP_003489835.1        
BimpmRNA31467 XP_003489835.1        
BimpmRNA31468 XP_024223685.1        
BimpmRNA31469 XP_024223685.1        
BimpmRNA31470 XP_024223685.1        
BimpmRNA31471 XP_024223685.1        
BimpmRNA31472 XP_003489837.1        
BimpmRNA31473 XP_012241516.1        
BimpmRNA31474 XP_012241516.1        
BimpmRNA31475 XP_003489840.1        
BimpmRNA31476 XP_003489840.1        
BimpmRNA31477 XP_012241513.1,XP_012241514.1       
BimpmRNA31478 XP_012241513.1,XP_012241514.1       
BimpmRNA31479 XP_012241513.1,XP_012241514.1       
BimpmRNA31480 XP_012241513.1,XP_012241514.1       
BimpmRNA31481 XP_012241513.1,XP_012241514.1       
BimpmRNA31482 XP_012241506.1        
BimpmRNA31483 XP_012241506.1        
BimpmRNA31484 XP_012241506.1        
BimpmRNA31485 XP_033176857.1        
BimpmRNA31486 XP_033176857.1        
BimpmRNA31487 XP_033176857.1        
BimpmRNA31488 XP_012241474.2        
BimpmRNA31489 XP_012241474.2        
BimpmRNA31490 XP_003489843.1        
BimpmRNA31491 XP_003489843.1        
BimpmRNA31492 XP_003489844.1        
BimpmRNA31493 XP_003489844.1        
BimpmRNA31494 XP_003489846.1        
BimpmRNA31495 XP_003489846.1        
BimpmRNA31496 XP_003489847.1,XP_003489854.1       
BimpmRNA31497 XP_003494930.2        
BimpmRNA31498 XP_003489850.1        
BimpmRNA31499 XP_003488496.1        
BimpmRNA31500 XP_003489852.1        
BimpmRNA31501 XP_003489852.1        
BimpmRNA31502 XP_003485156.1        
BimpmRNA31503 XP_003489847.1,XP_003489854.1       
BimpmRNA31504 XP_033176824.1        
BimpmRNA31505 XP_033176824.1        
BimpmRNA31506 XP_003489856.1        
BimpmRNA31507 XP_003489856.1        
BimpmRNA31508 XP_012241664.2        
BimpmRNA31509 XP_012241491.1        
BimpmRNA31510 XP_012241491.1        
BimpmRNA31512 XP_024223679.1,XP_024223682.1,XP_024223683.1      
BimpmRNA31513 XP_024223679.1,XP_024223682.1,XP_024223683.1      
BimpmRNA31514 XP_003489860.1        
BimpmRNA31515 XP_003489860.1        
BimpmRNA31516 XP_003489860.1        
BimpmRNA31517 XP_003489860.1        
BimpmRNA31518 XP_003489860.1        
BimpmRNA31519 XP_024223679.1,XP_024223682.1,XP_024223683.1      
BimpmRNA31520 XP_003489860.1        
BimpmRNA31521 XP_024223679.1,XP_024223682.1,XP_024223683.1      
BimpmRNA31522 XP_024223679.1,XP_024223682.1,XP_024223683.1      
BimpmRNA31523 XP_003489860.1        
BimpmRNA31524 XP_003489860.1        
BimpmRNA31525 XP_003489860.1        
BimpmRNA31526 XP_003489860.1        
BimpmRNA31527 XP_003489862.1        
BimpmRNA31528 XP_003489862.1        
BimpmRNA31529 XP_003489862.1        
BimpmRNA31530 XP_003489862.1        
BimpmRNA31536 XP_024223746.1        
BimpmRNA31537 XP_024223746.1        
BimpmRNA31538 XP_012241483.1        
BimpmRNA31539 XP_012241483.1        
BimpmRNA31540 XP_012241483.1        
BimpmRNA31541 XP_012241483.1        
BimpmRNA31542 XP_012241483.1        
BimpmRNA31543 XP_012241483.1        
BimpmRNA31544 XP_012241483.1        
BimpmRNA31545 XP_012241483.1        
BimpmRNA31546 XP_033176842.1        
BimpmRNA31547 XP_033176842.1        
BimpmRNA31548 XP_033176842.1        
BimpmRNA31549 XP_033176812.1        
BimpmRNA31550 XP_033176812.1        
BimpmRNA31551 XP_033176812.1        
BimpmRNA31552 XP_033176812.1        
BimpmRNA31553 XP_033176812.1        
BimpmRNA31554 XP_033176812.1        
BimpmRNA31555 XP_033176812.1        
BimpmRNA31556 XP_033176819.1,XP_033176820.1       
BimpmRNA31557 XP_033176819.1,XP_033176820.1       
BimpmRNA31558 XP_003489863.1        
BimpmRNA31559 XP_003489863.1        
BimpmRNA31560 XP_003489866.1        
BimpmRNA31561 XP_012241653.1        
BimpmRNA31562 XP_012241653.1        
BimpmRNA31563 XP_012241653.1        
BimpmRNA31564 XP_012241653.1        
BimpmRNA31565 XP_012241653.1        
BimpmRNA31566 XP_012241653.1        
BimpmRNA31567 XP_003489867.1        
BimpmRNA31568 XP_003489867.1        
BimpmRNA31569 XP_003489867.1        
BimpmRNA31570 XP_003489867.1        
BimpmRNA31571 XP_024223691.1        
BimpmRNA31572 XP_024223691.1        
BimpmRNA31573 XP_033176792.1        
BimpmRNA31574 XP_033176792.1        
BimpmRNA31575 XP_003489869.1        
BimpmRNA31576 XP_003489869.1        
BimpmRNA31577 XP_003489869.1        
BimpmRNA31579 XP_003489871.1        
BimpmRNA31580 XP_003489872.1        
BimpmRNA31581 XP_003489872.1        
BimpmRNA31582 XP_003489872.1        
BimpmRNA31583 XP_003489872.1        
BimpmRNA31584 XP_003489922.1        
BimpmRNA31585 XP_003489922.1        
BimpmRNA31586 XP_003489922.1        
BimpmRNA31587 XP_024223737.1        
BimpmRNA31588 XP_024223737.1        
BimpmRNA31589 XP_024223737.1        
BimpmRNA31590 XP_003489874.1        
BimpmRNA31591 XP_003489874.1        
BimpmRNA31592 XP_003489874.1        
BimpmRNA31593 XP_012241620.1        
BimpmRNA31594 XP_003489876.1        
BimpmRNA31595 XP_003489877.1        
BimpmRNA31596 XP_003489877.1        
BimpmRNA31597 XP_003489878.1        
BimpmRNA31598 XP_003489878.1        
BimpmRNA31599 XP_033176788.1        
BimpmRNA31600 XP_033176788.1        
BimpmRNA31601 XP_012241493.1        
BimpmRNA31602 XP_012241493.1        
BimpmRNA31603 XP_012241493.1        
BimpmRNA31604 XP_012241493.1        
BimpmRNA31605 XP_012241493.1        
BimpmRNA31606 XP_012241493.1        
BimpmRNA31607 XP_012241493.1        
BimpmRNA31608 XP_012241493.1        
BimpmRNA31609 XP_012241493.1        
BimpmRNA31610 XP_012241493.1        
BimpmRNA31611 XP_012241493.1        
BimpmRNA31612 XP_012241493.1        
BimpmRNA31613 XP_012241493.1        
BimpmRNA31614 XP_012241493.1        
BimpmRNA31615 XP_012241493.1        
BimpmRNA31616 XP_012241493.1        
BimpmRNA31617 XP_012241493.1        
BimpmRNA31618 XP_012241493.1        
BimpmRNA31619 XP_003489884.1,XP_003489885.1       
BimpmRNA31620 XP_003489884.1,XP_003489885.1       
BimpmRNA31621 XP_003489886.1        
BimpmRNA31622 XP_012241505.1        
BimpmRNA31623 XP_024223652.1        
BimpmRNA31624 XP_024223652.1        
BimpmRNA31625 XP_024223652.1        
BimpmRNA31626 XP_024223652.1        
BimpmRNA31627 XP_003489888.1        
BimpmRNA31628 XP_012241501.1        
BimpmRNA31629 XP_024223747.1        
BimpmRNA31630 XP_024223747.1        
BimpmRNA31631 XP_024223747.1        
BimpmRNA31632 XP_012241614.1        
BimpmRNA31633 XP_012241614.1        
BimpmRNA31634 XP_012241614.1        
BimpmRNA31636 XP_003489891.1        
BimpmRNA31637 XP_012241480.1        
BimpmRNA31638 XP_012241480.1        
BimpmRNA31639 XP_012241480.1        
BimpmRNA31640 XP_033176793.1,XP_033176794.1       
BimpmRNA31641 XP_033176795.1,XP_033176796.1       
BimpmRNA31642 XP_033176797.1        
BimpmRNA31643 XP_033176797.1        
BimpmRNA31644 XP_033176862.1        
BimpmRNA31645 XP_033180077.1        
BimpmRNA31646 XP_033176795.1,XP_033176796.1       
BimpmRNA31647 XP_012249124.1        
BimpmRNA31648 XP_012249124.1        
BimpmRNA31649 XP_033180459.1        
BimpmRNA31650 XP_033180459.1        
BimpmRNA31651 XP_033180459.1        
BimpmRNA31652 XP_012249124.1        
BimpmRNA31653 XP_012249124.1        
BimpmRNA31654 XP_012249124.1        
BimpmRNA31655 XP_003494878.3        
BimpmRNA31656 XP_003494878.3        
BimpmRNA31657 XP_012249127.1        
BimpmRNA31658 XP_012249127.1        
BimpmRNA31659 XP_012249127.1        
BimpmRNA31660 XP_003494880.1        
BimpmRNA31661 XP_003494880.1        
BimpmRNA31662 XP_003494881.1        
BimpmRNA31663 XP_003494881.1        
BimpmRNA31664 XP_012249129.1        
BimpmRNA31665 XP_012249129.1        
BimpmRNA31666 XP_012249129.1        
BimpmRNA31667 XP_012249129.1        
BimpmRNA31668 XP_012249129.1        
BimpmRNA31669 XP_003494870.1        
BimpmRNA31670 XP_003494870.1        
BimpmRNA31671 XP_003494870.1        
BimpmRNA31672 XP_003494877.1        
BimpmRNA31673 XP_003494871.1        
BimpmRNA31674 XP_003494871.1        
BimpmRNA31675 XP_003494872.1        
BimpmRNA31676 XP_003494872.1        
BimpmRNA31677 XP_003494872.1        
BimpmRNA31679 XP_003494873.1        
BimpmRNA31680 XP_003494873.1        
BimpmRNA31681 XP_033180456.1        
BimpmRNA31682 XP_033180456.1        
BimpmRNA31683 XP_033180456.1        
BimpmRNA31684 XP_033180456.1        
BimpmRNA31685 XP_033180456.1        
BimpmRNA31686 XP_033180456.1        
BimpmRNA31687 XP_033180456.1        
BimpmRNA31688 XP_033180456.1        
BimpmRNA31701 XP_003492117.1        
BimpmRNA31702 XP_003492116.1        
BimpmRNA31703 XP_003492116.1        
BimpmRNA31704 XP_003492116.1        
BimpmRNA31705 XP_012245110.1,XP_012245111.1       
BimpmRNA31706 XP_012245110.1,XP_012245111.1       
BimpmRNA31707 XP_012245110.1,XP_012245111.1       
BimpmRNA31708 XP_012245110.1,XP_012245111.1       
BimpmRNA31709 XP_003492114.1        
BimpmRNA31710 XP_003492114.1        
BimpmRNA31711 XP_012244931.1        
BimpmRNA31712 XP_012244942.1        
BimpmRNA31713 XP_003492113.1,XP_003492112.1       
BimpmRNA31714 XP_003492113.1,XP_003492112.1       
BimpmRNA31715 XP_003492113.1,XP_003492112.1       
BimpmRNA31716 XP_003492113.1,XP_003492112.1       
BimpmRNA31717 XP_003492109.1        
BimpmRNA31718 XP_024225681.1        
BimpmRNA31719 XP_024225681.1        
BimpmRNA31720 XP_003492107.1        
BimpmRNA31721 XP_003492107.1        
BimpmRNA31722 XP_003492107.1        
BimpmRNA31723 XP_003492107.1        
BimpmRNA31724 XP_003492111.1        
BimpmRNA31725 XP_003492108.1        
BimpmRNA31726 XP_003492108.1        
BimpmRNA31727 XP_012244928.1        
BimpmRNA31728 XP_012244929.1        
BimpmRNA31729 XP_003492105.2        
BimpmRNA31730 XP_003492105.2        
BimpmRNA31731 XP_012244940.1        
BimpmRNA31732 XP_012244940.1        
BimpmRNA31733 XP_012244940.1        
BimpmRNA31734 XP_012244940.1        
BimpmRNA31735 XP_033178460.1        
BimpmRNA31736 XP_033178460.1        
BimpmRNA31737 XP_033178460.1        
BimpmRNA31738 XP_033178460.1        
BimpmRNA31739 XP_024225679.1        
BimpmRNA31740 XP_024225679.1        
BimpmRNA31741 XP_024225679.1        
BimpmRNA31742 XP_024225679.1        
BimpmRNA31743 XP_003492100.2        
BimpmRNA31744 XP_003492100.2        
BimpmRNA31745 XP_003492100.2        
BimpmRNA31746 XP_003492101.2        
BimpmRNA31747 XP_003492101.2        
BimpmRNA31748 XP_012244918.1        
BimpmRNA31749 XP_012244918.1        
BimpmRNA31750 XP_012244918.1        
BimpmRNA31751 XP_012244936.1        
BimpmRNA31752 XP_012244936.1        
BimpmRNA31753 XP_012244915.1        
BimpmRNA31754 XP_012244915.1        
BimpmRNA31755 XP_012244924.1        
BimpmRNA31756 XP_012244924.1        
BimpmRNA31757 XP_012244894.1,XP_012244895.1       
BimpmRNA31758 XP_012244894.1,XP_012244895.1       
BimpmRNA31759 XP_012244894.1,XP_012244895.1       
BimpmRNA31760 XP_012244894.1,XP_012244895.1       
BimpmRNA31761 XP_033178494.1,XP_033178495.1,XP_033178496.1      
BimpmRNA31762 XP_033178494.1,XP_033178495.1,XP_033178496.1      
BimpmRNA31763 XP_033178494.1,XP_033178495.1,XP_033178496.1      
BimpmRNA31764 XP_012245043.1        
BimpmRNA31765 XP_012245043.1        
BimpmRNA31770 XP_003492146.1        
BimpmRNA31771 XP_003492146.1        
BimpmRNA31772 XP_003492146.1        
BimpmRNA31773 XP_024225712.1        
BimpmRNA31774 XP_012245091.1        
BimpmRNA31775 XP_012245091.1        
BimpmRNA31776 XP_024225710.1        
BimpmRNA31777 XP_024225710.1        
BimpmRNA31778 XP_024225710.1        
BimpmRNA31779 XP_024225710.1        
BimpmRNA31780 XP_003492090.1        
BimpmRNA31781 XP_003492090.1        
BimpmRNA31782 XP_003492090.1        
BimpmRNA31783 XP_003492090.1        
BimpmRNA31784 XP_024225702.2        
BimpmRNA31785 XP_024225702.2        
BimpmRNA31786 XP_024225702.2        
BimpmRNA31787 XP_024225702.2        
BimpmRNA31788 XP_012244900.1        
BimpmRNA31789 XP_012244900.1        
BimpmRNA31790 XP_012244900.1        
BimpmRNA31791 XP_012244900.1        
BimpmRNA31792 XP_012244900.1        
BimpmRNA31793 XP_012244900.1        
BimpmRNA31794 XP_012244900.1        
BimpmRNA31795 XP_003492088.1        
BimpmRNA31796 XP_012244912.1,XP_012244913.1       
BimpmRNA31797 XP_012244912.1,XP_012244913.1       
BimpmRNA31798 XP_033178547.1        
BimpmRNA31799 XP_033178547.1        
BimpmRNA31800 XP_033178534.1        
BimpmRNA31801 XP_033178534.1        
BimpmRNA31802 XP_033178534.1        
BimpmRNA31803 XP_033178534.1        
BimpmRNA31804 XP_033178534.1        
BimpmRNA31805 XP_033178534.1        
BimpmRNA31806 XP_033178534.1        
BimpmRNA31808 XP_012244902.1,XP_012244904.1       
BimpmRNA31809 XP_012244902.1,XP_012244904.1       
BimpmRNA31810 XP_003492083.1        
BimpmRNA31811 XP_003492083.1        
BimpmRNA31812 XP_003492081.1        
BimpmRNA31813 XP_003492081.1        
BimpmRNA31814 XP_003492081.1        
BimpmRNA31815 XP_003492081.1        
BimpmRNA31816 XP_012244898.1        
BimpmRNA31817 XP_012244898.1        
BimpmRNA31818 XP_012244898.1        
BimpmRNA31819 XP_003491383.1        
BimpmRNA31820 XP_003491383.1        
BimpmRNA31821 XP_003492077.1        
BimpmRNA31822 XP_003492077.1        
BimpmRNA31823 XP_003492077.1        
BimpmRNA31824 XP_003492077.1        
BimpmRNA31825 XP_003492076.1        
BimpmRNA31826 XP_012245048.1        
BimpmRNA31827 XP_003492143.1        
BimpmRNA31828 XP_012245046.1,XP_012245047.1       
BimpmRNA31829 XP_003492075.1        
BimpmRNA31830 XP_012244985.1        
BimpmRNA31831 XP_012244985.1        
BimpmRNA31832 XP_012244985.1        
BimpmRNA31833 XP_012244985.1        
BimpmRNA31834 XP_012244985.1        
BimpmRNA31835 XP_012244985.1        
BimpmRNA31836 XP_012244985.1        
BimpmRNA31837 XP_012244985.1        
BimpmRNA31838 XP_012244985.1        
BimpmRNA31839 XP_012244985.1        
BimpmRNA31840 XP_012244985.1        
BimpmRNA31841 XP_012244985.1        
BimpmRNA31842 XP_012244985.1        
BimpmRNA31843 XP_012244985.1        
BimpmRNA31844 XP_012244985.1        
BimpmRNA31845 XP_012244985.1        
BimpmRNA31846 XP_012244985.1        
BimpmRNA31847 XP_012244985.1        
BimpmRNA31848 XP_012244985.1        
BimpmRNA31849 XP_012244985.1        
BimpmRNA31850 XP_012244985.1        
BimpmRNA31851 XP_012244985.1        
BimpmRNA31852 XP_012244985.1        
BimpmRNA31853 XP_012244985.1        
BimpmRNA31854 XP_012244985.1        
BimpmRNA31855 XP_012244985.1        
BimpmRNA31856 XP_012244978.1        
BimpmRNA31857 XP_012244988.1        
BimpmRNA31858 XP_012244988.1        
BimpmRNA31859 XP_012244988.1        
BimpmRNA31860 XP_003492067.1        
BimpmRNA31861 XP_003492067.1        
BimpmRNA31862 XP_024225674.1        
BimpmRNA31863 XP_024225674.1        
BimpmRNA31864 XP_024225674.1        
BimpmRNA31865 XP_024225674.1        
BimpmRNA31866 XP_003492065.1        
BimpmRNA31867 XP_003492065.1        
BimpmRNA31871 XP_003492064.1        
BimpmRNA31872 XP_003492064.1        
BimpmRNA31873 XP_012244871.1,XP_012244873.1       
BimpmRNA31874 XP_012244871.1,XP_012244873.1       
BimpmRNA31875 XP_012244871.1,XP_012244873.1       
BimpmRNA31876 XP_012244871.1,XP_012244873.1       
BimpmRNA31877 XP_012244871.1,XP_012244873.1       
BimpmRNA31878 XP_012244871.1,XP_012244873.1       
BimpmRNA31879 XP_003492062.1        
BimpmRNA31880 XP_003492062.1        
BimpmRNA31881 XP_003492062.1        
BimpmRNA31882 XP_003492063.1        
BimpmRNA31883 XP_003492063.1        
BimpmRNA31884 XP_003492063.1        
BimpmRNA31885 XP_003492063.1        
BimpmRNA31886 XP_033178533.1        
BimpmRNA31887 XP_033178533.1        
BimpmRNA31888 XP_012244870.1        
BimpmRNA31889 XP_012244870.1        
BimpmRNA31890 XP_003492058.1        
BimpmRNA31891 XP_003492058.1        
BimpmRNA31892 XP_003492058.1        
BimpmRNA31893 XP_003492058.1        
BimpmRNA31894 XP_003492058.1        
BimpmRNA31895 XP_003492058.1        
BimpmRNA31896 XP_003492058.1        
BimpmRNA31897 XP_012244861.1,XP_012244863.1       
BimpmRNA31898 XP_012244861.1,XP_012244863.1       
BimpmRNA31899 XP_012244861.1,XP_012244863.1       
BimpmRNA31900 XP_012244861.1,XP_012244863.1       
BimpmRNA31901 XP_012244861.1,XP_012244863.1       
BimpmRNA31902 XP_012244886.1        
BimpmRNA31903 XP_012244886.1        
BimpmRNA31904 XP_012244886.1        
BimpmRNA31905 XP_012244886.1        
BimpmRNA31906 XP_012244886.1        
BimpmRNA31907 XP_024225692.1,XP_024225693.1       
BimpmRNA31908 XP_003492056.1        
BimpmRNA31909 XP_003492056.1        
BimpmRNA31910 XP_003492056.1        
BimpmRNA31911 XP_003492056.1        
BimpmRNA31912 XP_003492056.1        
BimpmRNA31913 XP_003492055.1        
BimpmRNA31914 XP_003492055.1        
BimpmRNA31915 XP_012244869.1        
BimpmRNA31916 XP_012244869.1        
BimpmRNA31917 XP_012244869.1        
BimpmRNA31918 XP_012244869.1        
BimpmRNA31919 XP_012244869.1        
BimpmRNA31920 XP_033178540.1        
BimpmRNA31921 XP_033178540.1        
BimpmRNA31922 XP_033178540.1        
BimpmRNA31923 XP_033178540.1        
BimpmRNA31924 XP_033178540.1        
BimpmRNA31925 XP_033178540.1        
BimpmRNA31926 XP_024225685.1        
BimpmRNA31927 XP_024225685.1        
BimpmRNA31928 XP_024225685.1        
BimpmRNA31929 XP_024225685.1        
BimpmRNA31930 XP_003492052.1        
BimpmRNA31931 XP_003492052.1        
BimpmRNA31932 XP_003492052.1        
BimpmRNA31933 XP_003492052.1        
BimpmRNA31934 XP_033178543.1        
BimpmRNA31935 XP_033178543.1        
BimpmRNA31936 XP_033178543.1        
BimpmRNA31937 XP_033178543.1        
BimpmRNA31938 XP_033178473.1        
BimpmRNA31939 XP_003492048.1        
BimpmRNA31940 XP_003492048.1        
BimpmRNA31941 XP_003492049.1        
BimpmRNA31942 XP_003492047.1        
BimpmRNA31943 XP_003492047.1        
BimpmRNA31944 XP_033178539.1        
BimpmRNA31945 XP_033178539.1        
BimpmRNA31946 XP_033178539.1        
BimpmRNA31947 XP_012245032.1        
BimpmRNA31948 XP_012245033.1,XP_012245037.1,XP_012245038.1,XP_012245039.1,XP_012245040.1    
BimpmRNA31949 XP_012245033.1,XP_012245037.1,XP_012245038.1,XP_012245039.1,XP_012245040.1    
BimpmRNA31950 XP_012245033.1,XP_012245037.1,XP_012245038.1,XP_012245039.1,XP_012245040.1    
BimpmRNA31951 XP_012245033.1,XP_012245037.1,XP_012245038.1,XP_012245039.1,XP_012245040.1    
BimpmRNA31952 XP_012245033.1,XP_012245037.1,XP_012245038.1,XP_012245039.1,XP_012245040.1    
BimpmRNA31953 XP_003492043.1        
BimpmRNA31954 XP_003492043.1        
BimpmRNA31955 XP_003492042.1        
BimpmRNA31956 XP_003492042.1        
BimpmRNA31957 XP_003492041.1        
BimpmRNA31958 XP_003492041.1        
BimpmRNA31959 XP_003492036.1        
BimpmRNA31960 XP_003492036.1        
BimpmRNA31961 XP_003492036.1        
BimpmRNA31962 XP_003492036.1        
